Altium Designer Pick and Place Locations
C:\Repo\grblhal_2000_PrintNC\Project Outputs for PrintNC_GRBLHAL_Breakout\PrintNC_GRBLHAL_Breakout_UPLOAD_GERBERS_A5\Pick Place\PrintNC_GRBLHAL_Breakout_CAM_OUTPUT_A5.csv

========================================================================================================================
File Design Information:

Date:       15-11-21
Time:       15:05
Revision:   979536f7417deae5afc7d092258d314b12230ddb
Variant:    FULL_ASSEMBLY
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"Q28","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","2687.008","2145.669","270","???"
"J24","2 way net solder junction - Normally Open","BottomLayer","2waySolder_NO","1107.284","875.984","270","2 way net solder junction - Normally Open"
"J17","2 way net solder junction - Normally Open","BottomLayer","2waySolder_NO","1397.638","2554.134","90","2 way net solder junction - Normally Open"
"U25","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","1240.158","3347.421","180","Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"
"U1","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","1609.252","3523.622","90","????"
"R8","10KO ±1%","TopLayer","0402_R","2297.716","3581.890","0","Chip resistor"
"R6","10KO ±1%","TopLayer","0402_R","2297.716","3404.724","0","Chip resistor"
"R5","10KO ±1%","TopLayer","0402_R","2110.709","3581.890","0","Chip resistor"
"R4","10KO ±1%","TopLayer","0402_R","2204.213","3581.890","0","Chip resistor"
"R3","4.7KO ±1%","TopLayer","0402_R","2110.708","3640.945","180","Chip resistor"
"R2","2KO ±1%","TopLayer","0402_R","2204.213","3640.945","0","Chip resistor"
"Q1","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","1835.118","3572.047","270","???"
"J2","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","2209.961","3863.189","180","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J1","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","1732.598","3863.189","180","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"D3","PSD03C-LF-T7","TopLayer","SOD-323","2268.189","3468.701","0","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D2","PSD03C-LF-T7","TopLayer","SOD-323","1953.228","3527.756","90","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D1","0603 Yellow","TopLayer","0603_LED_S1","1981.968","3640.945","180","LED"
"R14","10KO ±1%","TopLayer","0402_R","3080.709","3582.677","0","Chip resistor"
"J20","2 way net solder junction - Normally Open","BottomLayer","2waySolder_NO","1879.803","754.672","0","2 way net solder junction - Normally Open"
"J18","2 way net solder junction - Normally Open","BottomLayer","2waySolder_NO","1879.803","981.338","0","2 way net solder junction - Normally Open"
"P2","C9135","TopLayer","61200821621","2528.740","2654.291","270","Male Box Header WR-BHD, THT, Vertical, pitch 2.54 mm, 8 pins"
"U18","24LC16BT-I/SN","TopLayer","SOIC-SN8_L","1136.811","1343.504","90","IC EEPROM 16KBIT I2C 8SOIC"
"C26","1.0uF","TopLayer","0402_C","989.173","1441.929","270","Chip capacitor"
"R64","2KO ±1%","TopLayer","0402_R","2920.000","1805.000","270","Chip resistor"
"R63","2KO ±1%","TopLayer","0402_R","2933.071","2829.724","180","Chip resistor"
"R62","2KO ±1%","TopLayer","0402_R","2920.000","3245.000","270","Chip resistor"
"R61","2KO ±1%","TopLayer","0402_R","2920.000","1325.000","90","Chip resistor"
"R60","2KO ±1%","TopLayer","0402_R","2920.000","2286.732","90","Chip resistor"
"D21","0603 Red","TopLayer","0603_LED_S1","2790.354","1569.882","270","LED"
"D20","0603 Yellow","TopLayer","0603_LED_S1","2790.354","2543.504","270","LED"
"D19","0603 Green","TopLayer","0603_LED_S1","2795.000","3235.000","270","LED"
"D18","0603 Yellow","TopLayer","0603_LED_S1","2770.669","1003.937","270","LED"
"D17","0603 White","TopLayer","0603_LED_S1","2790.354","2135.827","270","LED"
"L2","0O ±1%","TopLayer","0402_R","784.449","752.953","180","Chip resistor"
"FID3","Fiducial","TopLayer","Fiducial10-20","211.614","231.299","0","FIDUCIAL NO ASSEMBLY"
"FID2","Fiducial","TopLayer","Fiducial10-20","1038.386","1771.653","0","FIDUCIAL NO ASSEMBLY"
"R110","0O ±1%","TopLayer","0402_R","1043.307","2871.063","90","Chip resistor"
"R150","2.2KO ±1%","TopLayer","0402_R","1503.071","396.850","90","Chip resistor"
"R144","2.2KO ±1%","TopLayer","0402_R","893.071","396.850","90","Chip resistor"
"R138","2.2KO ±1%","TopLayer","0402_R","283.071","396.850","90","Chip resistor"
"R132","2.2KO ±1%","TopLayer","0402_R","2728.071","396.850","90","Chip resistor"
"R126","2.2KO ±1%","TopLayer","0402_R","2118.071","396.850","90","Chip resistor"
"R149","2.2KO ±1%","TopLayer","0402_R","1503.071","528.583","90","Chip resistor"
"R143","2.2KO ±1%","TopLayer","0402_R","893.071","528.583","90","Chip resistor"
"R137","2.2KO ±1%","TopLayer","0402_R","283.071","528.583","90","Chip resistor"
"R131","2.2KO ±1%","TopLayer","0402_R","2728.071","528.583","90","Chip resistor"
"R125","2.2KO ±1%","TopLayer","0402_R","2118.071","528.583","90","Chip resistor"
"R148","2.2KO ±1%","TopLayer","0402_R","1503.071","661.850","90","Chip resistor"
"R142","2.2KO ±1%","TopLayer","0402_R","893.071","661.850","90","Chip resistor"
"R136","2.2KO ±1%","TopLayer","0402_R","283.071","661.850","90","Chip resistor"
"R130","2.2KO ±1%","TopLayer","0402_R","2728.071","661.850","90","Chip resistor"
"R124","2.2KO ±1%","TopLayer","0402_R","2118.071","661.850","90","Chip resistor"
"R147","4.7KO ±1%","TopLayer","0402_R","1649.960","220.905","180","Chip resistor"
"R141","4.7KO ±1%","TopLayer","0402_R","1039.960","220.905","180","Chip resistor"
"R135","4.7KO ±1%","TopLayer","0402_R","429.960","220.905","180","Chip resistor"
"R129","4.7KO ±1%","TopLayer","0402_R","2874.960","220.906","180","Chip resistor"
"R123","4.7KO ±1%","TopLayer","0402_R","2264.960","220.905","180","Chip resistor"
"R146","4.7KO ±1%","TopLayer","0402_R","1649.960","160.905","180","Chip resistor"
"R140","4.7KO ±1%","TopLayer","0402_R","1039.960","160.905","180","Chip resistor"
"R134","4.7KO ±1%","TopLayer","0402_R","429.960","160.905","180","Chip resistor"
"R128","4.7KO ±1%","TopLayer","0402_R","2874.960","160.906","180","Chip resistor"
"R122","4.7KO ±1%","TopLayer","0402_R","2264.960","160.905","180","Chip resistor"
"R145","4.7KO ±1%","TopLayer","0402_R","1649.960","278.031","180","Chip resistor"
"R139","4.7KO ±1%","TopLayer","0402_R","1039.960","278.031","180","Chip resistor"
"R133","4.7KO ±1%","TopLayer","0402_R","429.960","278.031","180","Chip resistor"
"R127","4.7KO ±1%","TopLayer","0402_R","2874.960","278.031","180","Chip resistor"
"R121","4.7KO ±1%","TopLayer","0402_R","2264.960","278.031","180","Chip resistor"
"Q27","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","1617.283","381.181","180","???"
"Q24","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","1007.284","381.181","180","???"
"Q21","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","397.284","381.181","180","???"
"Q18","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","2842.283","381.181","180","???"
"Q15","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","2232.283","381.181","180","???"
"Q26","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","1617.284","511.181","180","???"
"Q23","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","1007.284","511.181","180","???"
"Q20","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","397.284","511.181","180","???"
"Q17","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","2842.284","511.181","180","???"
"Q14","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","2232.284","511.181","180","???"
"Q25","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","1617.284","641.181","180","???"
"Q22","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","1007.284","641.181","180","???"
"Q19","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","397.284","641.181","180","???"
"Q16","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","2842.284","641.181","180","???"
"Q13","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","2232.284","641.181","180","???"
"P16","C9135","TopLayer","61200821621","1878.071","358.583","270","Male Box Header WR-BHD, THT, Vertical, pitch 2.54 mm, 8 pins"
"P15","C9135","TopLayer","61200821621","1268.071","358.583","270","Male Box Header WR-BHD, THT, Vertical, pitch 2.54 mm, 8 pins"
"P14","C9135","TopLayer","61200821621","658.071","358.583","270","Male Box Header WR-BHD, THT, Vertical, pitch 2.54 mm, 8 pins"
"P13","C9135","TopLayer","61200821621","3103.071","358.583","270","Male Box Header WR-BHD, THT, Vertical, pitch 2.54 mm, 8 pins"
"P12","C9135","TopLayer","61200821621","2493.071","358.583","270","Male Box Header WR-BHD, THT, Vertical, pitch 2.54 mm, 8 pins"
"FID1","","TopLayer","Fiducial10-20","3371.063","3735.236","0","FIDUCIAL NO ASSEMBLY"
"C39","22uF","TopLayer","0805_C","1563.071","185.118","270","Chip capacitors"
"C38","22uF","TopLayer","0805_C","953.071","185.118","270","Chip capacitors"
"C37","22uF","TopLayer","0805_C","343.071","185.118","270","Chip capacitors"
"C36","22uF","TopLayer","0805_C","2788.071","185.118","270","Chip capacitors"
"C35","22uF","TopLayer","0805_C","2178.071","185.118","270","Chip capacitors"
"P4","Header 3","TopLayer","HDR1X3","319.882","1363.189","0","Header, 3-Pin"
"P11","WJ15EDGVC-3.5-2P","TopLayer","SL_3_50_180G_02","1299.213","3863.189","180","Header,Male Pin,Covered(4 Sided) 2 1 0.138"(3.50mm) 2 P=3.5mm Pluggable System Terminal Block RoHS"
"P5","WJ15EDGVC-3.5-2P","TopLayer","SL_3_50_180G_02","3850.000","548.898","90","Header,Male Pin,Covered(4 Sided) 2 1 0.138"(3.50mm) 2 P=3.5mm Pluggable System Terminal Block RoHS"
"P10","WJ15EDGVC-3.5-2P","TopLayer","SL_3_50_180G_02","959.213","3863.189","180","Header,Male Pin,Covered(4 Sided) 2 1 0.138"(3.50mm) 2 P=3.5mm Pluggable System Terminal Block RoHS"
"P3","WJ15EDGVC-3.5-2P","TopLayer","SL_3_50_180G_02","76.339","813.898","270","Header,Male Pin,Covered(4 Sided) 2 1 0.138"(3.50mm) 2 P=3.5mm Pluggable System Terminal Block RoHS"
"R94","8.2KO ±1%","TopLayer","0402_R","3258.268","755.000","0","Chip resistor"
"R93","2KO ±1%","TopLayer","0402_R","3163.268","755.000","0","Chip resistor"
"U20","NE555DR","TopLayer","SOIC-8_150mil","3457.520","595.000","270",""
"U27","AM26LS32ACDRG4","TopLayer","SOIC-16_150mil","2002.953","3174.213","180","????"
"U19","SN75176BDR","TopLayer","SOIC-8_150mil","3457.520","300.000","270","RS-485/RS-422"
"R97","10KO ±1%","TopLayer","0402_R","3371.063","767.717","90","Chip resistor"
"R96","3.9KO ±1%","TopLayer","0402_R","3650.000","651.732","90","Chip resistor"
"J23","5555799-1","TopLayer","FP-5555799-1-MFG","1897.913","2654.291","270","CONN MOD JACK 8P8C VERT UNSHLD"
"D30","SS210","TopLayer","SMA(DO-214AC)_S1","3449.803","113.189","0","???"
"C34","1.0uF","TopLayer","0402_C","1730.669","3108.229","0","Chip capacitor"
"C29","10nF","TopLayer","0402_C","3649.999","561.536","90","Chip capacitors"
"C28","10nF","TopLayer","0402_C","3650.000","471.536","90","Chip capacitors"
"C27","1.0uF","TopLayer","0402_C","3650.000","380.000","90","Chip capacitor"
"U16","ULN2003AFWG","TopLayer","SOIC-16_150mil","2459.449","3178.150","180","?????"
"R84","10KO ±1%","TopLayer","0402_R","2470.000","1715.000","0","Chip resistor"
"Q8","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","944.882","780.512","180","???"
"D29","0805 Blue","TopLayer","0805_LED_S1","1130.000","780.000","0","LED"
"C20","100nF","TopLayer","0402_C","2500.000","2121.063","270","Chip capacitors"
"R118","0O ±1%","TopLayer","0402_R","1476.378","3631.890","90","Chip resistor"
"R113","0O ±1%","TopLayer","0402_R","1117.126","3666.338","180","Chip resistor"
"U2","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","2524.606","3533.465","90","????"
"R17","10KO ±1%","TopLayer","0402_R","3267.717","3582.677","0","Chip resistor"
"R12","4.7KO ±1%","TopLayer","0402_R","3080.709","3641.732","180","Chip resistor"
"R13","10KO ±1%","TopLayer","0402_R","3174.213","3582.677","0","Chip resistor"
"R11","2KO ±1%","TopLayer","0402_R","3174.213","3641.732","0","Chip resistor"
"R10","10KO ±1%","TopLayer","0402_R","2549.213","2121.063","90","Chip resistor"
"R15","10KO ±1%","TopLayer","0402_R","3267.717","3405.512","0","Chip resistor"
"Q2","MMBT5551  G1","TopLayer","SOT-23(SOT-23-3)","2805.118","3572.835","270","???"
"J4","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3164.685","3863.189","180","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J3","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","2687.323","3863.189","180","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"D6","PSD03C-LF-T7","TopLayer","SOD-323","3238.189","3469.488","0","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D5","PSD03C-LF-T7","TopLayer","SOD-323","2923.228","3528.543","90","Bidirectional - 7V 4V 3.3V SOD-323 TVS ROHS"
"D4","0603 Yellow","TopLayer","0603_LED_S1","2951.968","3641.732","180","LED"
"R109","0O ±1%","TopLayer","0402_R","964.567","3661.417","0","Chip resistor"
"U6","TPS54331DR","TopLayer","SOIC-8_150mil","541.339","969.488","270","DC-DC??"
"R48","2KO ±1%","TopLayer","0402_R","329.724","807.087","180","Chip resistor"
"R47","51KO ±1%","TopLayer","0402_R","329.724","865.000","180","Chip resistor"
"R46","10KO ±1%","TopLayer","0402_R","693.898","812.008","0","Chip resistor"
"L1","33 uH","TopLayer","INDPM7366X300N","826.772","1044.291","90","33uH ±20% 2A 270mO SMD,6.6x7.3x3.0mm Power Inductors RoHS"
"D16","SS54","TopLayer","SMA(DO-214AC)_S1","600.394","1240.158","90","???"
"C10","6.8nF","TopLayer","0402_C","329.724","920.276","0","Chip capacitors"
"C9","8.2nF","TopLayer","0603_C","423.228","802.165","90","Chip capacitors"
"C8","10pF","TopLayer","0402_C","329.724","975.000","0","Chip capacitors"
"C7","10nF","TopLayer","0402_C","329.724","1033.465","0","Chip capacitors"
"C6","10uF","TopLayer","1206_C","334.646","1181.102","270","Chip capacitors"
"C5","10uF","TopLayer","0603_C","908.661","1288.898","270","Chip capacitors"
"C4","22uF","TopLayer","0805_C","713.583","1284.449","270","Chip capacitors"
"C3","10uF","TopLayer","0603_C","983.661","1288.898","270","Chip capacitors"
"C2","10uF","TopLayer","0603_C","833.661","1288.898","270","Chip capacitors"
"C1","100nF","TopLayer","0603_C","462.598","1136.811","0","Chip capacitors"
"R111","10KO ±1%","TopLayer","0402_R","871.063","3272.638","90","Chip resistor"
"R107","10KO ±1%","TopLayer","0402_R","885.827","3351.378","0","Chip resistor"
"R1","10KO ±1%","TopLayer","0402_R","1029.528","2677.165","0","Chip resistor"
"R42","10KO ±1%","TopLayer","0402_R","3641.732","3001.969","90","Chip resistor"
"R33","10KO ±1%","TopLayer","0402_R","3567.914","1830.709","270","Chip resistor"
"R24","10KO ±1%","TopLayer","0402_R","3445.000","755.000","180","Chip resistor"
"R73","4.7KO ±1%","TopLayer","0402_R","2860.000","2285.000","90","Chip resistor"
"R71","4.7KO ±1%","TopLayer","0402_R","2860.000","1805.000","90","Chip resistor"
"R69","4.7KO ±1%","TopLayer","0402_R","2918.307","2757.874","270","Chip resistor"
"R67","4.7KO ±1%","TopLayer","0402_R","2860.000","1325.000","90","Chip resistor"
"R65","4.7KO ±1%","TopLayer","0402_R","2860.000","3245.000","90","Chip resistor"
"U15","TEENSY_4.1","TopLayer","TEENSY4-1","1215.000","1886.890","0","None"
"R75","0O ±1%","TopLayer","0402_R","2780.512","3093.504","90","Chip resistor"
"C16","100nF","TopLayer","0603_C","2667.323","3405.512","180","Chip capacitors"
"R82","51KO ±1%","TopLayer","0402_R","2808.425","806.929","90","Chip resistor"
"R81","51KO ±1%","TopLayer","0402_R","2808.425","885.669","270","Chip resistor"
"R80","5.6KO ±1%","TopLayer","0402_R","2859.252","885.827","90","Chip resistor"
"R79","4.7KO ±1%","TopLayer","0402_R","2859.252","807.087","270","Chip resistor"
"Q7","MMBT5401 2L","TopLayer","SOT-23(SOT-23-3)","3444.882","905.512","0","???"
"Q6","MMBT5401 2L","TopLayer","SOT-23(SOT-23-3)","3184.055","866.142","180","???"
"D28","0805 Green","TopLayer","0805_LED_S1","3031.339","890.866","0","LED"
"D27","0805 Red","TopLayer","0805_LED_S1","3031.339","792.441","0","LED"
"P9","WJ15EDGVC-3.5-2P","TopLayer","SL_3_50_180G_02","467.520","3844.685","0","Header,Male Pin,Covered(4 Sided) 2 1 0.138"(3.50mm) 2 P=3.5mm Pluggable System Terminal Block RoHS"
"J10","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3848.425","2928.150","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J8","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3848.425","1973.425","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J6","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3848.425","1018.701","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J9","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3848.425","3405.512","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J7","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3848.425","2450.787","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"J5","WJ15EDGVC-3.5-3P","TopLayer","SL_3_50_180G_03","3848.425","1496.063","90","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"P1","Magjack","TopLayer","HANRUN_HR911105A","374.844","2652.843","90","HR911105A Ethernet Interface Arduino Platform Evaluation Expansion Board"
"VR1","L78M12ABDT-TR","TopLayer","TO-252-2-180","1266.457","1048.898","180","DNI"
"U17","74HC14D","TopLayer","SOIC-14_150mil","2608.268","1909.449","0","74??????"
"U26","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","1240.158","3146.614","180","Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"
"U24","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","1240.000","2745.000","180","Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"
"U23","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","1122.047","3548.228","180","Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"
"U22","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","1240.157","2945.807","180","Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"
"U21","LM358DR2G","TopLayer","SOIC-8_150mil","451.024","3460.079","90","LM358DR2G,  Dual Op Amp,  5 - 28 V,  8-PinSOIC"
"U14","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","2912.284","2066.693","90","????"
"U13","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","2912.284","1586.693","90","????"
"U12","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","2912.284","2546.693","90","????"
"U11","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","2912.284","1106.693","90","????"
"U10","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","2912.284","3026.693","90","????"
"U5","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","3494.094","3750.000","270","????"
"U4","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","3602.362","2785.433","90","????"
"U3","EL357N(B)(TA)-G","TopLayer","SOP-4_P2.54","3602.362","1619.094","90","????"
"R100","100KO ±1%","TopLayer","0402_R","762.795","3459.646","0","Chip resistor"
"R98","4.7KO ±1%","TopLayer","0402_R","590.551","3095.472","270","Chip resistor"
"R92","510O ±1%","TopLayer","0402_R","1729.685","3229.725","180","Chip resistor"
"R91","100KO ±1%","TopLayer","0402_R","1729.685","3288.780","0","Chip resistor"
"R90","510O ±1%","TopLayer","0402_R","2076.772","3395.669","90","Chip resistor"
"R89","100KO ±1%","TopLayer","0402_R","2736.221","1673.228","270","Chip resistor"
"R88","510O ±1%","TopLayer","0402_R","2608.268","1697.835","90","Chip resistor"
